4.226822826061945038e-01,3.950637749654625774e-01,3.650155551473643900e-01,3.519630529623137827e-01,4.170528553686300155e-01,3.452493984754639866e-01,4.187909398942524786e-01,4.022339064486282201e-01,4.067179493652066657e-01,4.135330793897810664e-01,4.217043976780050496e-01,3.817010435684745628e-01,3.567695279631381000e-01,4.167538886721614544e-01,3.693751431763762638e-01,3.575372465902589836e-01,4.157169798763618584e-01,4.201523889247462673e-01,4.101929826700568271e-01,2.956550349921134857e-01,3.692306702924604278e-01,4.190384180720995722e-01,4.023399912190180339e-01,3.765924152662889490e-01,4.236332707587683877e-01,3.807463438134144340e-01,4.181871028322873829e-01,3.708669194343863773e-01,4.141065312319432423e-01,4.067623692025535420e-01,3.837003333118008119e-01,4.160588620022724338e-01,3.577816809017645427e-01,3.085356815215655191e-01,4.025964460188742322e-01,3.820195932070006850e-01,4.110442377830823002e-01,3.776739477335783191e-01,3.912241245812740909e-01,3.905842635616554870e-01,3.542921116408729865e-01,3.983824795357864823e-01,3.466318364851562195e-01,4.212193200781920166e-01,4.118118839363529293e-01,3.765801430631737778e-01,3.822453078279639538e-01,4.148923381836351343e-01,3.875396287290913677e-01,4.071629601507265050e-01
3.388909994035424478e-01,3.819265099984222589e-01,3.412273159334698325e-01,3.729302178986198535e-01,4.045325673174836600e-01,3.983146079198798262e-01,3.782331301011536695e-01,3.811048562056524314e-01,4.103318939794694531e-01,4.133759247518187241e-01,3.884313628179426048e-01,3.902391792616344834e-01,3.687476249371843262e-01,3.835032387038474488e-01,3.594510377593850836e-01,3.139207962758970294e-01,4.134297997349075660e-01,3.759556746961850715e-01,4.014790363476789525e-01,3.860926003025672570e-01,3.769292695097034018e-01,2.866393152149130374e-01,3.895753143508133287e-01,4.016107679335388925e-01,4.080905654994332332e-01,3.861479891106070483e-01,3.353280705179980115e-01,4.025260721567056610e-01,4.108162559357820820e-01,3.131956771699985764e-01,2.337456081783739203e-01,3.129872348654066383e-01,4.075367705815594599e-01,3.694202372422132896e-01,3.562152546398942299e-01,3.527147098765457400e-01,3.995851234766690796e-01,2.373364073807883723e-01,4.155398604931148654e-01,3.833160141610437721e-01,3.836783204244219592e-01,3.918836353347061041e-01,4.028034572970156102e-01,3.840504268014598988e-01,3.404067896508669033e-01,3.858817126266129716e-01,3.960081676444157095e-01,4.153484763071396135e-01,1.905807982462339178e-01,4.098155607957463253e-01
4.257198917481010980e-01,4.237509565022974378e-01,3.983834570592016400e-01,4.242008871748285670e-01,3.558636134296956910e-01,4.094504790888269796e-01,3.691336046681880645e-01,3.200528003138610744e-01,2.286482519205126074e-01,4.199480439273726717e-01,3.783865382545724687e-01,4.067005638725904593e-01,4.011633637361408655e-01,4.112474878823807467e-01,4.221037942735540449e-01,4.211710906291180612e-01,4.161485486736098416e-01,3.817497976184206498e-01,3.795105025325024029e-01,4.210620385482051753e-01,4.205946634365201886e-01,4.210060260321304981e-01,4.079126896212660336e-01,4.196844923171529906e-01,4.267898169803999719e-01,4.189748233749857609e-01,4.045263481692184526e-01,4.225369885729660657e-01,3.746019240196099553e-01,4.259978298518354300e-01,3.799323416068326464e-01,4.255752766991485747e-01,4.211039047655225631e-01,4.148666435464123392e-01,4.147709192869677985e-01,4.195756594628435865e-01,4.116202669348462684e-01,3.268266801487804130e-01,3.583681364596616459e-01,3.209022744074159217e-01,4.255053017486075118e-01,4.234129103146423989e-01,4.197995009607413675e-01,4.108064867622562288e-01,3.956810855894896117e-01,4.155129680309975204e-01,3.794463535536667376e-01,3.968873228705095957e-01,3.785411340363604715e-01,3.935828657557534638e-01
3.964078856869181489e-01,3.989756081435806845e-01,4.004706315763406077e-01,3.805509668980152638e-01,2.852939049009547978e-01,4.050882441016118718e-01,3.972101601076949984e-01,4.084532833677905761e-01,3.911177835651844514e-01,3.859634113092960672e-01,4.063518659070733952e-01,4.061568433621648433e-01,4.011789155338140733e-01,3.863977417619101073e-01,3.549675092791659270e-01,3.650155357923175470e-01,3.419966013933292692e-01,3.682520505505135211e-01,4.059037507440365622e-01,4.080200237274139163e-01,3.045592142713399730e-01,3.760704118748163238e-01,3.500253507174694856e-01,3.786373958461444755e-01,4.006652485009605802e-01,4.057389404859945703e-01,3.670156174414170303e-01,3.637997670204262124e-01,3.575122637905947531e-01,3.183455218702154199e-01,3.215158672634532144e-01,4.000344826767091577e-01,4.000910470768113125e-01,3.671268223341734860e-01,3.982011109107157498e-01,4.012095496943008932e-01,3.683452514435296421e-01,3.934656183663073348e-01,3.963259564545979496e-01,3.372964413821736840e-01,3.517802963384529247e-01,3.220112376095268236e-01,3.976687449980555455e-01,3.865368700873494379e-01,2.724430274796511009e-01,3.867087443879992370e-01,3.546426475439636850e-01,4.102738690154120738e-01,3.969417647732425558e-01,3.920454092643209654e-01
4.238742386589914313e-01,4.405795310915727736e-01,4.399943661750209123e-01,3.158612765347922346e-01,4.289516919023614316e-01,3.585061955502887865e-01,4.449749885513097913e-01,4.259983561729170920e-01,3.989014481686045110e-01,4.353399930913610660e-01,4.266232308327797540e-01,3.205346681577211365e-01,4.500679761817667490e-01,4.403821263991309354e-01,4.463288693465074508e-01,4.212743908003988014e-01,4.219894091020747751e-01,4.415051635060124324e-01,4.264152318181070878e-01,4.211052884772902849e-01,4.246554048722859243e-01,4.343721255716215257e-01,4.465800094150124133e-01,4.326274944957986257e-01,4.447185681464764229e-01,4.419756357663475743e-01,4.073714463946446762e-01,3.982832896797233180e-01,4.344986020155603423e-01,4.480792740072092606e-01,3.856933518224841539e-01,4.165348587944117664e-01,4.381378467550181566e-01,4.336186300727392640e-01,4.217572124736475581e-01,4.295035732195799372e-01,4.230043043592717766e-01,4.408856304643585244e-01,3.817623127244997860e-01,4.147521769163554639e-01,4.102131969494308139e-01,4.380889339413285843e-01,4.193050405153477267e-01,4.014799897410192275e-01,4.006914849471749362e-01,4.195370378632204411e-01,4.433149025125617815e-01,4.326960555415948484e-01,2.841226919737543932e-01,3.789001873929759290e-01
4.088665733908127820e-01,4.024018934394341662e-01,4.159989209115525499e-01,4.164384802745765835e-01,2.753396169005051242e-01,3.938647879041830002e-01,3.902750882754946748e-01,3.439038372265790788e-01,4.103559755759597083e-01,4.103805561007346503e-01,4.020790565565419694e-01,3.671219727525645293e-01,3.716787203421938468e-01,2.941545283744504968e-01,4.172818775361688548e-01,3.385801088574446616e-01,4.049643819798403044e-01,4.187328712667987007e-01,3.586512197807388835e-01,4.169406834512303095e-01,4.205996247317878578e-01,3.325310484373726339e-01,3.829529867789046582e-01,3.936198555418158884e-01,4.191965822822847354e-01,3.991969886918517174e-01,4.148747036982813330e-01,4.143691256647517029e-01,3.164440579897758732e-01,3.809109830988769985e-01,3.948304118486622438e-01,3.914646520696340448e-01,3.671833283919806457e-01,4.202476091483463572e-01,4.124289991262156674e-01,3.835898651483762856e-01,4.165251425248289174e-01,3.889753525304417425e-01,4.064672794035469328e-01,4.193897562488115294e-01,4.018421616786936879e-01,3.947631453591274320e-01,4.159854338043821320e-01,3.939466834379589111e-01,2.408462783863515588e-01,4.127396536602451760e-01,3.591960089009874069e-01,4.206102757408118342e-01,3.861368270320738039e-01,3.559399746332335135e-01
3.654701995348684229e-01,4.000465805834266808e-01,4.184224053218025818e-01,3.786851980141049956e-01,4.301886639874329954e-01,4.004915068778353571e-01,3.970074694073055244e-01,4.131261654001064376e-01,3.873695038291734005e-01,4.076566918735072820e-01,3.593077312850628258e-01,3.829534763805924058e-01,4.269449004739512832e-01,3.599617129899621015e-01,3.855461174786672940e-01,3.816523894136306105e-01,2.381077548789485576e-01,4.230681596070013928e-01,3.885013270137830932e-01,4.267270722249247861e-01,3.895762366995437209e-01,3.988272693980923767e-01,4.013621908664438132e-01,4.316161609716785419e-01,3.900405937658301680e-01,4.228954532496388974e-01,4.300976872826975939e-01,1.655509995177043836e-01,4.221378010215402488e-01,4.242318463725465727e-01,4.315207816551143161e-01,4.226631009636677150e-01,4.034193383550667145e-01,3.308937141594944231e-01,4.227901747861041448e-01,3.305838970570803559e-01,4.310295793983015544e-01,4.261716897756828160e-01,4.000824192245067690e-01,2.565911420116302466e-01,3.436305200954508643e-01,4.242505049350586144e-01,3.481350492996954094e-01,2.954078477212743747e-01,3.524628924745892844e-01,4.046481369384863358e-01,4.128397276018930806e-01,4.194299009807954670e-01,4.125588666785684477e-01,3.380067125914945070e-01
4.233650413651062761e-01,4.356713723088156409e-01,4.413233897052436516e-01,4.078048349360666736e-01,4.207177897589014504e-01,4.377574535043358694e-01,4.092814995485755669e-01,4.389792165170335880e-01,4.414735001186432251e-01,4.431761525501558552e-01,3.512915887562757522e-01,4.352199697461589523e-01,3.799485050728403923e-01,4.379512464168153207e-01,4.426136697875054926e-01,4.400129421394185503e-01,4.447307214489150673e-01,3.718653876508698497e-01,3.239714223926710157e-01,3.502711453428071775e-01,3.974439069535307123e-01,3.911090946142029012e-01,4.401382608421051112e-01,4.454015637956473816e-01,4.364144804424475721e-01,4.269374543368736341e-01,4.399521284948598732e-01,4.435486173658882980e-01,4.261752690499072127e-01,4.444271400604044575e-01,4.338895552914843745e-01,4.256465159494499106e-01,3.842831992280540954e-01,3.804809885449000340e-01,4.217763250923683427e-01,3.879462221716339365e-01,4.344584390737194490e-01,4.394887280706136767e-01,4.091895739487060868e-01,3.976440461142898841e-01,4.439372707791784389e-01,4.343660347252021325e-01,4.438984346038259421e-01,4.132109953479922160e-01,4.252790496326817604e-01,3.844628875817119318e-01,4.131867830052065593e-01,4.236504732634492343e-01,4.432061432167258008e-01,4.438434397180282542e-01
3.829361071699746710e-01,4.015245950376374884e-01,4.177636243555314377e-01,3.811130450088670574e-01,4.059429373311044253e-01,4.184735938967106827e-01,3.596447190629344925e-01,3.859948576001634990e-01,3.579426084837022404e-01,3.506115427566651177e-01,3.725857869830123681e-01,3.463224166929775860e-01,3.945113221133978998e-01,4.034253672759768317e-01,4.084564648391877384e-01,3.997505160662128132e-01,3.602368893856486287e-01,3.727142528452150327e-01,3.576918896502527812e-01,3.675124030077913106e-01,3.897085334131763501e-01,4.227548280692500215e-01,3.961488303209644846e-01,4.037223775848413632e-01,4.099611137551907314e-01,3.883240619602348898e-01,3.923544171450169538e-01,3.991946758981503862e-01,3.055734707086862345e-01,4.064330776801644562e-01,4.033316949144269414e-01,4.101734713026247703e-01,4.187842629189144628e-01,4.231229855658703576e-01,3.844073838577380942e-01,4.125245833360643988e-01,4.034958427217045229e-01,4.148230730604651195e-01,3.360770495218806109e-01,4.028666001984859690e-01,4.107887909927659398e-01,3.773670006686780098e-01,3.930022852892251506e-01,3.640719674647808213e-01,3.452474753991721101e-01,4.084000428976912733e-01,3.917254202676596631e-01,3.466543535731781978e-01,3.376387343262168272e-01,4.118918504824246596e-01
4.297867748294309509e-01,4.312177169768676710e-01,4.324856530261626530e-01,4.030926920719092310e-01,4.266837204420222407e-01,4.132691172015481862e-01,4.111886041206412878e-01,4.244097454244054046e-01,3.804097858917931396e-01,3.831243536594543531e-01,4.078535394081942433e-01,4.246594868193385719e-01,4.062738557564913866e-01,4.271904490499818241e-01,4.054937587320000536e-01,4.086211989253584198e-01,4.196238069159071715e-01,4.310469760178101128e-01,2.985217004842869448e-01,4.213715633732941779e-01,4.135336973001896843e-01,2.180511401919959236e-01,4.316506637768321997e-01,4.212584781564541192e-01,3.288205159213067885e-01,4.099279426646522118e-01,4.172993411861890545e-01,4.305283759513387487e-01,4.323342427177712111e-01,3.770314932993550361e-01,3.012445209331706675e-01,3.977892662295715587e-01,4.204103005849465502e-01,4.224010322486752567e-01,3.158450154367788976e-01,3.547336733870648517e-01,4.183733353468436222e-01,4.100251714449115181e-01,4.240876444989576388e-01,3.664320056593554642e-01,3.901147558634048274e-01,3.876374994619591341e-01,4.055317023300358259e-01,3.933272566107675616e-01,3.993716029720759675e-01,4.237648805539210306e-01,4.265345500154212321e-01,3.779875951153437441e-01,4.270954596254773472e-01,4.221991927293591851e-01
